repoName,login,week,a,d,c
facebook/infer,dulmarod,2015-07-19 0:00,821,639,2
facebook/infer,dulmarod,2015-07-26 0:00,207,90,1
facebook/infer,dulmarod,2015-08-16 0:00,138,113,2
facebook/infer,dulmarod,2015-08-23 0:00,22,18,1
facebook/infer,dulmarod,2015-09-06 0:00,8,27,2
facebook/infer,dulmarod,2015-09-13 0:00,884,1056,7
facebook/infer,dulmarod,2015-09-20 0:00,90,61,2
facebook/infer,dulmarod,2015-09-27 0:00,217,327,4
facebook/infer,dulmarod,2015-10-11 0:00,603,779,3
facebook/infer,dulmarod,2015-10-18 0:00,379,161,5
facebook/infer,dulmarod,2015-10-25 0:00,440,238,3
facebook/infer,dulmarod,2015-11-08 0:00,536,216,5
facebook/infer,dulmarod,2015-11-15 0:00,221,97,1
facebook/infer,dulmarod,2015-11-22 0:00,299,174,2
facebook/infer,dulmarod,2015-11-29 0:00,559,604,2
facebook/infer,dulmarod,2015-12-06 0:00,554,964,9
facebook/infer,dulmarod,2015-12-13 0:00,190,347,4
facebook/infer,dulmarod,2016-01-10 0:00,19,115,3
facebook/infer,dulmarod,2016-01-17 0:00,137,33,3
facebook/infer,dulmarod,2016-01-24 0:00,49,16,1
facebook/infer,dulmarod,2016-01-31 0:00,522,168,2
facebook/infer,dulmarod,2016-02-07 0:00,186,21,2
facebook/infer,dulmarod,2016-02-14 0:00,584,61,5
facebook/infer,dulmarod,2016-02-21 0:00,913,531,3
facebook/infer,dulmarod,2016-02-28 0:00,615,87,5
facebook/infer,dulmarod,2016-03-06 0:00,297,24,4
facebook/infer,dulmarod,2016-03-13 0:00,693,12,5
facebook/infer,dulmarod,2016-03-20 0:00,691,81,3
facebook/infer,dulmarod,2016-04-03 0:00,1982,10041,4
facebook/infer,dulmarod,2016-04-10 0:00,1729,1950,2
facebook/infer,dulmarod,2016-04-17 0:00,188,609,3
facebook/infer,dulmarod,2016-04-24 0:00,117,15,1
facebook/infer,dulmarod,2016-05-01 0:00,38,3,2
facebook/infer,dulmarod,2016-05-08 0:00,470,190,5
facebook/infer,dulmarod,2016-05-15 0:00,50,10,2
facebook/infer,dulmarod,2016-05-22 0:00,187,69,2
facebook/infer,dulmarod,2016-05-29 0:00,765,8,3
facebook/infer,dulmarod,2016-06-05 0:00,313,258,2
facebook/infer,dulmarod,2016-06-12 0:00,57,12,2
facebook/infer,dulmarod,2016-06-19 0:00,298,9,4
facebook/infer,dulmarod,2016-06-26 0:00,89,8,2
facebook/infer,dulmarod,2016-07-03 0:00,186,53,3
facebook/infer,dulmarod,2016-07-10 0:00,10887,10521,8
facebook/infer,dulmarod,2016-07-17 0:00,419,241,4
facebook/infer,dulmarod,2016-07-24 0:00,137,118,3
facebook/infer,dulmarod,2016-08-14 0:00,582,274,3
facebook/infer,dulmarod,2016-08-21 0:00,26,12,2
facebook/infer,dulmarod,2016-08-28 0:00,2,0,1
